REGNNUMB,SUBJCODE,SUBJUNCD,SUBJNAME,DEGRCODE,DEGRNAME,DELIVERY_MODE,CURRSEMS,INTNMARK,EXT_MARK,TOTAL,GRADE,TYPE,RES_STAT,UNIVERSITY,RESULT_SYSTEM
20241030011,50011,DBA5101,Management Concepts & Organizational Behaviour,503,MBA - Financial Management (Online),ONLINE,1,20,48,68,B+,CT-OL,PASS,AUCDE,CBCS
20241030011,50012,DBA5102,Managerial Economics & Decision Making,503,MBA - Financial Management (Online),ONLINE,1,28,42,70,A,CT-OL,PASS,AUCDE,CBCS
20241030011,50013,DBA5103,Statistical Methods & Quantitative Techniques,503,MBA - Financial Management (Online),ONLINE,1,25,61,86,A+,CT-OL,PASS,AUCDE,CBCS
20241030011,50014,DBA5104,Financial & Management Accounting,503,MBA - Financial Management (Online),ONLINE,1,24,35,59,B,CT-OL,PASS,AUCDE,CBCS
20241030011,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,503,MBA - Financial Management (Online),ONLINE,1,21,59,80,A+,CT-OL,PASS,AUCDE,CBCS
20241030011,50016,DBA5106,Information Management & ERP Systems,503,MBA - Financial Management (Online),ONLINE,1,19,37,56,B,CT-OL,PASS,AUCDE,CBCS
20241030011,50017,DBA5107,Business Communication & Soft Skills Laboratory,503,MBA - Financial Management (Online),ONLINE,1,20,43,63,B+,CT-OL,PASS,AUCDE,CBCS
20241030012,50011,DBA5101,Management Concepts & Organizational Behaviour,503,MBA - Financial Management (Online),ONLINE,1,22,37,59,B,CT-OL,PASS,AUCDE,CBCS
20241030012,50012,DBA5102,Managerial Economics & Decision Making,503,MBA - Financial Management (Online),ONLINE,1,,,,,CT-OL,CANCELLED,AUCDE,CBCS
20241030012,50013,DBA5103,Statistical Methods & Quantitative Techniques,503,MBA - Financial Management (Online),ONLINE,1,25,32,57,B,CT-OL,PASS,AUCDE,CBCS
20241030012,50014,DBA5104,Financial & Management Accounting,503,MBA - Financial Management (Online),ONLINE,1,20,48,68,B+,CT-OL,PASS,AUCDE,CBCS
20241030012,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,503,MBA - Financial Management (Online),ONLINE,1,,,,,CT-OL,CANCELLED,AUCDE,CBCS
20241030012,50016,DBA5106,Information Management & ERP Systems,503,MBA - Financial Management (Online),ONLINE,1,20,47,67,B+,CT-OL,PASS,AUCDE,CBCS
20241030012,50017,DBA5107,Business Communication & Soft Skills Laboratory,503,MBA - Financial Management (Online),ONLINE,1,25,47,72,A,CT-OL,PASS,AUCDE,CBCS
20241030013,50011,DBA5101,Management Concepts & Organizational Behaviour,503,MBA - Financial Management (Online),ONLINE,1,21,31,52,B,CT-OL,PASS,AUCDE,CBCS
20241030013,50012,DBA5102,Managerial Economics & Decision Making,503,MBA - Financial Management (Online),ONLINE,1,20,37,57,B,CT-OL,PASS,AUCDE,CBCS
20241030013,50013,DBA5103,Statistical Methods & Quantitative Techniques,503,MBA - Financial Management (Online),ONLINE,1,27,51,78,A,CT-OL,PASS,AUCDE,CBCS
20241030013,50014,DBA5104,Financial & Management Accounting,503,MBA - Financial Management (Online),ONLINE,1,28,33,61,B+,CT-OL,PASS,AUCDE,CBCS
20241030013,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,503,MBA - Financial Management (Online),ONLINE,1,20,32,52,B,CT-OL,PASS,AUCDE,CBCS
20241030013,50016,DBA5106,Information Management & ERP Systems,503,MBA - Financial Management (Online),ONLINE,1,26,65,91,O,CT-OL,PASS,AUCDE,CBCS
20241030013,50017,DBA5107,Business Communication & Soft Skills Laboratory,503,MBA - Financial Management (Online),ONLINE,1,22,61,83,A+,CT-OL,PASS,AUCDE,CBCS
20241030014,50011,DBA5101,Management Concepts & Organizational Behaviour,503,MBA - Financial Management (Online),ONLINE,1,29,42,71,A,CT-OL,PASS,AUCDE,CBCS
20241030014,50012,DBA5102,Managerial Economics & Decision Making,503,MBA - Financial Management (Online),ONLINE,1,29,30,59,B,CT-OL,PASS,AUCDE,CBCS
20241030014,50013,DBA5103,Statistical Methods & Quantitative Techniques,503,MBA - Financial Management (Online),ONLINE,1,20,41,61,B+,CT-OL,PASS,AUCDE,CBCS
20241030014,50014,DBA5104,Financial & Management Accounting,503,MBA - Financial Management (Online),ONLINE,1,24,53,77,A,CT-OL,PASS,AUCDE,CBCS
20241030014,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,503,MBA - Financial Management (Online),ONLINE,1,21,49,70,A,CT-OL,PASS,AUCDE,CBCS
20241030014,50016,DBA5106,Information Management & ERP Systems,503,MBA - Financial Management (Online),ONLINE,1,26,60,86,A+,CT-OL,PASS,AUCDE,CBCS
20241030014,50017,DBA5107,Business Communication & Soft Skills Laboratory,503,MBA - Financial Management (Online),ONLINE,1,21,40,61,B+,CT-OL,PASS,AUCDE,CBCS
20241030015,50011,DBA5101,Management Concepts & Organizational Behaviour,503,MBA - Financial Management (Online),ONLINE,1,26,37,63,B+,CT-OL,PASS,AUCDE,CBCS
20241030015,50012,DBA5102,Managerial Economics & Decision Making,503,MBA - Financial Management (Online),ONLINE,1,24,48,72,A,CT-OL,PASS,AUCDE,CBCS
20241030015,50013,DBA5103,Statistical Methods & Quantitative Techniques,503,MBA - Financial Management (Online),ONLINE,1,19,57,76,A,CT-OL,PASS,AUCDE,CBCS
20241030015,50014,DBA5104,Financial & Management Accounting,503,MBA - Financial Management (Online),ONLINE,1,25,30,55,B,CT-OL,PASS,AUCDE,CBCS
20241030015,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,503,MBA - Financial Management (Online),ONLINE,1,19,40,59,B,CT-OL,PASS,AUCDE,CBCS
20241030015,50016,DBA5106,Information Management & ERP Systems,503,MBA - Financial Management (Online),ONLINE,1,24,47,71,A,CT-OL,PASS,AUCDE,CBCS
20241030015,50017,DBA5107,Business Communication & Soft Skills Laboratory,503,MBA - Financial Management (Online),ONLINE,1,23,64,87,A+,CT-OL,PASS,AUCDE,CBCS
20241030016,50011,DBA5101,Management Concepts & Organizational Behaviour,503,MBA - Financial Management (Online),ONLINE,1,20,65,85,A+,CT-OL,PASS,AUCDE,CBCS
20241030016,50012,DBA5102,Managerial Economics & Decision Making,503,MBA - Financial Management (Online),ONLINE,1,22,60,82,A+,CT-OL,PASS,AUCDE,CBCS
20241030016,50013,DBA5103,Statistical Methods & Quantitative Techniques,503,MBA - Financial Management (Online),ONLINE,1,18,56,74,A,CT-OL,PASS,AUCDE,CBCS
20241030016,50014,DBA5104,Financial & Management Accounting,503,MBA - Financial Management (Online),ONLINE,1,20,34,54,B,CT-OL,PASS,AUCDE,CBCS
20241030016,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,503,MBA - Financial Management (Online),ONLINE,1,21,42,63,B+,CT-OL,PASS,AUCDE,CBCS
20241030016,50016,DBA5106,Information Management & ERP Systems,503,MBA - Financial Management (Online),ONLINE,1,24,36,60,B+,CT-OL,PASS,AUCDE,CBCS
20241030016,50017,DBA5107,Business Communication & Soft Skills Laboratory,503,MBA - Financial Management (Online),ONLINE,1,21,34,55,B,CT-OL,PASS,AUCDE,CBCS
20241030017,50011,DBA5101,Management Concepts & Organizational Behaviour,503,MBA - Financial Management (Online),ONLINE,1,26,59,85,A+,CT-OL,PASS,AUCDE,CBCS
20241030017,50012,DBA5102,Managerial Economics & Decision Making,503,MBA - Financial Management (Online),ONLINE,1,24,61,85,A+,CT-OL,PASS,AUCDE,CBCS
20241030017,50013,DBA5103,Statistical Methods & Quantitative Techniques,503,MBA - Financial Management (Online),ONLINE,1,23,44,67,B+,CT-OL,PASS,AUCDE,CBCS
20241030017,50014,DBA5104,Financial & Management Accounting,503,MBA - Financial Management (Online),ONLINE,1,26,45,71,A,CT-OL,PASS,AUCDE,CBCS
20241030017,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,503,MBA - Financial Management (Online),ONLINE,1,22,54,76,A,CT-OL,PASS,AUCDE,CBCS
20241030017,50016,DBA5106,Information Management & ERP Systems,503,MBA - Financial Management (Online),ONLINE,1,25,37,62,B+,CT-OL,PASS,AUCDE,CBCS
20241030017,50017,DBA5107,Business Communication & Soft Skills Laboratory,503,MBA - Financial Management (Online),ONLINE,1,20,42,62,B+,CT-OL,PASS,AUCDE,CBCS
20241030018,50011,DBA5101,Management Concepts & Organizational Behaviour,503,MBA - Financial Management (Online),ONLINE,1,19,63,82,A+,CT-OL,PASS,AUCDE,CBCS
20241030018,50012,DBA5102,Managerial Economics & Decision Making,503,MBA - Financial Management (Online),ONLINE,1,28,37,65,B+,CT-OL,PASS,AUCDE,CBCS
20241030018,50013,DBA5103,Statistical Methods & Quantitative Techniques,503,MBA - Financial Management (Online),ONLINE,1,27,55,82,A+,CT-OL,PASS,AUCDE,CBCS
20241030018,50014,DBA5104,Financial & Management Accounting,503,MBA - Financial Management (Online),ONLINE,1,25,40,65,B+,CT-OL,PASS,AUCDE,CBCS
20241030018,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,503,MBA - Financial Management (Online),ONLINE,1,27,39,66,B+,CT-OL,PASS,AUCDE,CBCS
20241030018,50016,DBA5106,Information Management & ERP Systems,503,MBA - Financial Management (Online),ONLINE,1,24,47,71,A,CT-OL,PASS,AUCDE,CBCS
20241030018,50017,DBA5107,Business Communication & Soft Skills Laboratory,503,MBA - Financial Management (Online),ONLINE,1,26,60,86,A+,CT-OL,PASS,AUCDE,CBCS
20241030019,50011,DBA5101,Management Concepts & Organizational Behaviour,503,MBA - Financial Management (Online),ONLINE,1,22,52,74,A,CT-OL,PASS,AUCDE,CBCS
20241030019,50012,DBA5102,Managerial Economics & Decision Making,503,MBA - Financial Management (Online),ONLINE,1,18,62,80,A+,CT-OL,PASS,AUCDE,CBCS
20241030019,50013,DBA5103,Statistical Methods & Quantitative Techniques,503,MBA - Financial Management (Online),ONLINE,1,20,59,79,A,CT-OL,PASS,AUCDE,CBCS
20241030019,50014,DBA5104,Financial & Management Accounting,503,MBA - Financial Management (Online),ONLINE,1,22,53,75,A,CT-OL,PASS,AUCDE,CBCS
20241030019,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,503,MBA - Financial Management (Online),ONLINE,1,19,30,49,C,CT-OL,PASS,AUCDE,CBCS
20241030019,50016,DBA5106,Information Management & ERP Systems,503,MBA - Financial Management (Online),ONLINE,1,20,66,86,A+,CT-OL,PASS,AUCDE,CBCS
20241030019,50017,DBA5107,Business Communication & Soft Skills Laboratory,503,MBA - Financial Management (Online),ONLINE,1,20,66,86,A+,CT-OL,PASS,AUCDE,CBCS
20241030020,50011,DBA5101,Management Concepts & Organizational Behaviour,503,MBA - Financial Management (Online),ONLINE,1,20,54,74,A,CT-OL,PASS,AUCDE,CBCS
20241030020,50012,DBA5102,Managerial Economics & Decision Making,503,MBA - Financial Management (Online),ONLINE,1,,,,,CT-OL,CANCELLED,AUCDE,CBCS
20241030020,50013,DBA5103,Statistical Methods & Quantitative Techniques,503,MBA - Financial Management (Online),ONLINE,1,28,40,68,B+,CT-OL,PASS,AUCDE,CBCS
20241030020,50014,DBA5104,Financial & Management Accounting,503,MBA - Financial Management (Online),ONLINE,1,23,60,83,A+,CT-OL,PASS,AUCDE,CBCS
20241030020,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,503,MBA - Financial Management (Online),ONLINE,1,19,36,55,B,CT-OL,PASS,AUCDE,CBCS
20241030020,50016,DBA5106,Information Management & ERP Systems,503,MBA - Financial Management (Online),ONLINE,1,19,53,72,A,CT-OL,PASS,AUCDE,CBCS
20241030020,50017,DBA5107,Business Communication & Soft Skills Laboratory,503,MBA - Financial Management (Online),ONLINE,1,19,52,71,A,CT-OL,PASS,AUCDE,CBCS
20241030021,50011,DBA5101,Management Concepts & Organizational Behaviour,503,MBA - Financial Management (Online),ONLINE,1,29,35,64,B+,CT-OL,PASS,AUCDE,CBCS
20241030021,50012,DBA5102,Managerial Economics & Decision Making,503,MBA - Financial Management (Online),ONLINE,1,19,32,51,B,CT-OL,PASS,AUCDE,CBCS
20241030021,50013,DBA5103,Statistical Methods & Quantitative Techniques,503,MBA - Financial Management (Online),ONLINE,1,19,58,77,A,CT-OL,PASS,AUCDE,CBCS
20241030021,50014,DBA5104,Financial & Management Accounting,503,MBA - Financial Management (Online),ONLINE,1,23,64,87,A+,CT-OL,PASS,AUCDE,CBCS
20241030021,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,503,MBA - Financial Management (Online),ONLINE,1,27,41,68,B+,CT-OL,PASS,AUCDE,CBCS
20241030021,50016,DBA5106,Information Management & ERP Systems,503,MBA - Financial Management (Online),ONLINE,1,29,63,92,O,CT-OL,PASS,AUCDE,CBCS
20241030021,50017,DBA5107,Business Communication & Soft Skills Laboratory,503,MBA - Financial Management (Online),ONLINE,1,29,64,93,O,CT-OL,PASS,AUCDE,CBCS
20241030022,50011,DBA5101,Management Concepts & Organizational Behaviour,503,MBA - Financial Management (Online),ONLINE,1,21,48,69,B+,CT-OL,PASS,AUCDE,CBCS
20241030022,50012,DBA5102,Managerial Economics & Decision Making,503,MBA - Financial Management (Online),ONLINE,1,21,60,81,A+,CT-OL,PASS,AUCDE,CBCS
20241030022,50013,DBA5103,Statistical Methods & Quantitative Techniques,503,MBA - Financial Management (Online),ONLINE,1,25,48,73,A,CT-OL,PASS,AUCDE,CBCS
20241030022,50014,DBA5104,Financial & Management Accounting,503,MBA - Financial Management (Online),ONLINE,1,18,63,81,A+,CT-OL,PASS,AUCDE,CBCS
20241030022,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,503,MBA - Financial Management (Online),ONLINE,1,21,52,73,A,CT-OL,PASS,AUCDE,CBCS
20241030022,50016,DBA5106,Information Management & ERP Systems,503,MBA - Financial Management (Online),ONLINE,1,28,37,65,B+,CT-OL,PASS,AUCDE,CBCS
20241030022,50017,DBA5107,Business Communication & Soft Skills Laboratory,503,MBA - Financial Management (Online),ONLINE,1,20,67,87,A+,CT-OL,PASS,AUCDE,CBCS
20241030023,50011,DBA5101,Management Concepts & Organizational Behaviour,503,MBA - Financial Management (Online),ONLINE,1,20,49,69,B+,CT-OL,PASS,AUCDE,CBCS
20241030023,50012,DBA5102,Managerial Economics & Decision Making,503,MBA - Financial Management (Online),ONLINE,1,29,33,62,B+,CT-OL,PASS,AUCDE,CBCS
20241030023,50013,DBA5103,Statistical Methods & Quantitative Techniques,503,MBA - Financial Management (Online),ONLINE,1,19,34,53,B,CT-OL,PASS,AUCDE,CBCS
20241030023,50014,DBA5104,Financial & Management Accounting,503,MBA - Financial Management (Online),ONLINE,1,18,52,70,A,CT-OL,PASS,AUCDE,CBCS
20241030023,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,503,MBA - Financial Management (Online),ONLINE,1,21,53,74,A,CT-OL,PASS,AUCDE,CBCS
20241030023,50016,DBA5106,Information Management & ERP Systems,503,MBA - Financial Management (Online),ONLINE,1,22,33,55,B,CT-OL,PASS,AUCDE,CBCS
20241030023,50017,DBA5107,Business Communication & Soft Skills Laboratory,503,MBA - Financial Management (Online),ONLINE,1,27,33,60,B+,CT-OL,PASS,AUCDE,CBCS
20241030024,50011,DBA5101,Management Concepts & Organizational Behaviour,503,MBA - Financial Management (Online),ONLINE,1,19,39,58,B,CT-OL,PASS,AUCDE,CBCS
20241030024,50012,DBA5102,Managerial Economics & Decision Making,503,MBA - Financial Management (Online),ONLINE,1,29,48,77,A,CT-OL,PASS,AUCDE,CBCS
20241030024,50013,DBA5103,Statistical Methods & Quantitative Techniques,503,MBA - Financial Management (Online),ONLINE,1,,,,,CT-OL,CANCELLED,AUCDE,CBCS
20241030024,50014,DBA5104,Financial & Management Accounting,503,MBA - Financial Management (Online),ONLINE,1,29,63,92,O,CT-OL,PASS,AUCDE,CBCS
20241030024,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,503,MBA - Financial Management (Online),ONLINE,1,20,43,63,B+,CT-OL,PASS,AUCDE,CBCS
20241030024,50016,DBA5106,Information Management & ERP Systems,503,MBA - Financial Management (Online),ONLINE,1,21,49,70,A,CT-OL,PASS,AUCDE,CBCS
20241030024,50017,DBA5107,Business Communication & Soft Skills Laboratory,503,MBA - Financial Management (Online),ONLINE,1,18,42,60,B+,CT-OL,PASS,AUCDE,CBCS
20241030025,50011,DBA5101,Management Concepts & Organizational Behaviour,503,MBA - Financial Management (Online),ONLINE,1,19,45,64,B+,CT-OL,PASS,AUCDE,CBCS
20241030025,50012,DBA5102,Managerial Economics & Decision Making,503,MBA - Financial Management (Online),ONLINE,1,29,57,86,A+,CT-OL,PASS,AUCDE,CBCS
20241030025,50013,DBA5103,Statistical Methods & Quantitative Techniques,503,MBA - Financial Management (Online),ONLINE,1,23,34,57,B,CT-OL,PASS,AUCDE,CBCS
20241030025,50014,DBA5104,Financial & Management Accounting,503,MBA - Financial Management (Online),ONLINE,1,28,53,81,A+,CT-OL,PASS,AUCDE,CBCS
20241030025,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,503,MBA - Financial Management (Online),ONLINE,1,21,43,64,B+,CT-OL,PASS,AUCDE,CBCS
20241030025,50016,DBA5106,Information Management & ERP Systems,503,MBA - Financial Management (Online),ONLINE,1,25,44,69,B+,CT-OL,PASS,AUCDE,CBCS
20241030025,50017,DBA5107,Business Communication & Soft Skills Laboratory,503,MBA - Financial Management (Online),ONLINE,1,29,35,64,B+,CT-OL,PASS,AUCDE,CBCS
20241030001,50021,DBA5201,Operations Management & Supply Chain Strategy,503,MBA - Financial Management (Online),ONLINE,2,23,54,77,A,END-OL,PASS,AUCDE,CBCS
20241030001,50022,DBA5202,Financial Management & Corporate Valuation,503,MBA - Financial Management (Online),ONLINE,2,21,55,76,A,END-OL,PASS,AUCDE,CBCS
20241030001,50023,DBA5203,Marketing Management & Digital Strategies,503,MBA - Financial Management (Online),ONLINE,2,26,38,64,B+,END-OL,PASS,AUCDE,CBCS
20241030001,50024,DBA5204,Human Resource Management & Talent Acquisition,503,MBA - Financial Management (Online),ONLINE,2,23,59,82,A+,END-OL,PASS,AUCDE,CBCS
20241030001,50025,DBA5205,Business Research Methods & Predictive Analytics,503,MBA - Financial Management (Online),ONLINE,2,23,62,85,A+,END-OL,PASS,AUCDE,CBCS
20241030002,50021,DBA5201,Operations Management & Supply Chain Strategy,503,MBA - Financial Management (Online),ONLINE,2,20,66,86,A+,END-OL,PASS,AUCDE,CBCS
20241030002,50022,DBA5202,Financial Management & Corporate Valuation,503,MBA - Financial Management (Online),ONLINE,2,19,54,73,A,END-OL,PASS,AUCDE,CBCS
20241030002,50023,DBA5203,Marketing Management & Digital Strategies,503,MBA - Financial Management (Online),ONLINE,2,22,36,58,B,END-OL,PASS,AUCDE,CBCS
20241030002,50024,DBA5204,Human Resource Management & Talent Acquisition,503,MBA - Financial Management (Online),ONLINE,2,29,40,69,B+,END-OL,PASS,AUCDE,CBCS
20241030002,50025,DBA5205,Business Research Methods & Predictive Analytics,503,MBA - Financial Management (Online),ONLINE,2,29,42,71,A,END-OL,PASS,AUCDE,CBCS
20241030003,50021,DBA5201,Operations Management & Supply Chain Strategy,503,MBA - Financial Management (Online),ONLINE,2,28,65,93,O,END-OL,PASS,AUCDE,CBCS
20241030003,50022,DBA5202,Financial Management & Corporate Valuation,503,MBA - Financial Management (Online),ONLINE,2,26,31,57,B,END-OL,PASS,AUCDE,CBCS
20241030003,50023,DBA5203,Marketing Management & Digital Strategies,503,MBA - Financial Management (Online),ONLINE,2,18,44,62,B+,END-OL,PASS,AUCDE,CBCS
20241030003,50024,DBA5204,Human Resource Management & Talent Acquisition,503,MBA - Financial Management (Online),ONLINE,2,23,31,54,B,END-OL,PASS,AUCDE,CBCS
20241030003,50025,DBA5205,Business Research Methods & Predictive Analytics,503,MBA - Financial Management (Online),ONLINE,2,22,57,79,A,END-OL,PASS,AUCDE,CBCS
20241030004,50021,DBA5201,Operations Management & Supply Chain Strategy,503,MBA - Financial Management (Online),ONLINE,2,23,45,68,B+,END-OL,PASS,AUCDE,CBCS
20241030004,50022,DBA5202,Financial Management & Corporate Valuation,503,MBA - Financial Management (Online),ONLINE,2,21,55,76,A,END-OL,PASS,AUCDE,CBCS
20241030004,50023,DBA5203,Marketing Management & Digital Strategies,503,MBA - Financial Management (Online),ONLINE,2,22,52,74,A,END-OL,PASS,AUCDE,CBCS
20241030004,50024,DBA5204,Human Resource Management & Talent Acquisition,503,MBA - Financial Management (Online),ONLINE,2,27,49,76,A,END-OL,PASS,AUCDE,CBCS
20241030004,50025,DBA5205,Business Research Methods & Predictive Analytics,503,MBA - Financial Management (Online),ONLINE,2,28,46,74,A,END-OL,PASS,AUCDE,CBCS
